"id","first_name","last_name","known_name","squad","total_points","avg_points","last_3_avg","last_5_avg","high_score","low_score","last_match_points","owned_by"
"202361","Tyler","Miller",,"LAFC","134","5.15","2.33","4.2","10","2","2","1.08"
"204261","Ben","Mines",,"NY","0","0","8","8","0","0",,"0.14"
"120621","Alexandru","Mitrita",,"NYC","127","4.7","6","7.2","12","1","2","0.58"
"49381","Wilfried","Moimbe",,"MIN","19","6.33","6.33","6.33","9","2",,"0.3"
"106264","Youness","Mokhtar",,"CLB","20","3.33","3.33","3.4","6","1","6","0.01"
"77952","Kevin","Molino",,"MIN","74","4.93","5","5.4","11","1","5","0.18"
"217119","Jamiro","Monteiro",,"PHI","147","6.39","4.33","4.8","13","1","6","0.31"
"57252","Fredy","Montero",,"VAN","119","3.97","5.33","4","11","-2","6","0.41"
"474180","Callum","Montgomery",,"DAL","0","0","0","0","0","0",,"0.03"
"41627","Drew","Moor",,"TOR","47","3.62","2","2.4","9","1",,"0.31"
"205550","Brendan","Moore",,"ATL","0","0","0","0","0","0",,"0.23"
"205285","Joseph","Mora",,"DC","78","4.33","8.67","6.6","10","0","8","0.25"
"55831","Maximiliano","Moralez",,"NYC","202","7.77","5.67","8.2","23","1","5","1.99"
"78116","Jorge","Moreira",,"POR","135","5.87","5.33","6.6","14","2","10","3.95"
"148707","Amando","Moreno",,"CHI","8","1.14","1.33","1.2","2","1",,"0.21"
"149231","Junior","Moreno",,"DC","125","4.63","5.67","4.8","14","-1","6","0.92"
"95630","Ashtone","Morgan",,"TOR","14","1.56","1","2.2","7","-1","1","0.04"
"172483","Jordan","Morris",,"SEA","123","5.13","4.67","5.8","14","1","2","2.72"
"83065","Justin","Morrow",,"TOR","91","3.5","2.33","2.4","9","-1",,"0.63"
"225030","Santiago","Mosquera",,"DAL","62","2.95","1","2.8","10","1","1","0.07"
"443002","Joao","Moutinho",,"ORL","64","4.27","4","4.4","10","1",,"0.12"
"234345","Chris","Mueller",,"ORL","94","3.48","1","1.2","11","1","1","0.61"
"153453","Luke","Mulholland",,"RSL","1","1","3.33","4.4","1","1","1","0.03"
"116661","Patrick","Mullins",,"TOR","29","1.93","3.67","3.6","7","1",,"0.33"
"204401","Michael","Murillo",,"NY","100","4.76","2.67","3.6","19","-2",,"2.35"
"224642","Trey","Muse",,"SEA","0","0","0","0","0","0",,"0.29"
"220753","Alex","Muyl",,"NY","76","3.3","1.67","2.4","11","0","1","0.26"
"95261","Darlington","Nagbe",,"ATL","148","4.93","5.33","5.6","9","1","8","1.08"
"247041","Hassan","Ndam",,"CIN","0","0","1.33","0.8","0","0",,"0.01"
"477535","Sean","Nealis",,"NY","13","2.17","3","2","4","0",,"0.05"
"200784","John","Nelson",,"DAL","17","1.89","2.67","2.6","5","1",,"1.14"
"442466","Michael","Nelson",,"HOU","0","0","0","0","0","0",,"0.29"
"42512","Krisztian","Nemeth",,"SKC","80","3.81","1.33","2.4","18","1","2","0.54"
"245005","Jake","Nerwinski",,"VAN","74","2.85","1.67","2.6","7","0","1","0.32"
"449686","Michee","Ngalina",,"PHI","1","1","1","1","1","1",,"0.06"
"28580","Lee","Nguyen",,"LAFC","65","3.25","3.67","4.2","10","0","1","0.35"
"132134","Sam","Nicholson",,"COL","92","3.68","5.67","6","10","1","4","0.14"
"82064","Nemanja","Nikolic",,"CHI","117","4.03","4","5.8","15","0","3","0.31"
"247683","David","Norman Jr.",,"VAN","0","0","0","0","0","0",,"0.02"
"86879","Harry","Novillo",,"MTL","28","2.55","3","2.2","8","1",,"0.01"
"118230","Shane","O'Neill",,"ORL","36","3.6","4.33","3.4","9","1",,"0.07"
"429428","Alfonso","Ocampo-Chavez",,"SEA","4","1.33","1.33","1.33","2","1",,"0.32"
"250679","David","Ochoa",,"RSL","0","0","0","0","0","0",,"0.39"
"163523","Jimmy","Ockford",,"SJ","0","0","4","3.4","0","0",,"0.01"
"234432","Chris","Odoi-Atsem",,"DC","5","1.67","1.67","1.2","4","0",,"0.06"
"164489","Ebenezer","Ofori",,"NYC","67","3.53","1.67","2","10","1","1","0.17"
"421819","Noble","Okello",,"TOR","0","0","0","0","0","0",,"0.35"
"422516","Patrick","Okonkwo",,"ATL","0","0","0","0","0","0",,"0.37"
"218350","Orji","Okwonkwo",,"MTL","87","3.35","2","3","13","1","3","0.13"
"106519","Lawrence","Olum",,"MIN","23","2.56","4","2.8","6","1","1","0.22"
"442451","Wyatt","Omsberg",,"MIN","0","0","2.33","2.2","0","0",,"0.4"
"69168","Zdenek","Ondrasek",,"DAL","53","3.53","6.67","8.4","16","1","6","1.63"
"19053","Nedum","Onuoha",,"RSL","112","4.67","4.33","5","11","0",,"0.27"
"78023","Ike","Opara",,"MIN","155","5.74","3.33","4.2","17","1","2","1.15"
"151935","Kofi","Opare",,"COL","3","1","1","1.4","2","0",,"0.04"
"443538","Edward","Opoku",,"CLB","0","0","1.33","1.2","0","0",,"0.06"
"153647","Jonathan","Osorio",,"TOR","101","4.59","4","4.2","12","0","4","0.16"
"52629","David","Ousted",,"CHI","64","4.57","4.33","5.8","9","1",,"0.99"
"225053","James","Pantemis",,"MTL","0","0","0","0","0","0",,"0.26"
"217784","Cristhian","Paredes",,"POR","87","4.35","3.33","3.8","17","1","6","0.74"
"202356","Tim","Parker",,"NY","97","3.34","5.33","3.8","9","-2","7","0.78"
"41552","Michael","Parkhurst",,"ATL","72","4","3.33","2.4","9","0",,"1.1"
"244299","Keaton","Parks",,"NYC","69","3.14","5.67","4.6","11","0","2","0.21"
"423553","Kevin","Partida",,"SJ","1","1","1.33","1.5","1","1",,"0.25"
"474169","Santiago","Pati?o",,"ORL","28","2.55","1","2.2","7","1",,"0.14"
"50051","Caleb","Patterson-Sewell",,"TOR","0","0","0","0","0","0",,"0.08"
"173220","Cristian","Pavon",,"LA","56","7","7","8.4","12","2","9","1.55"
"118377","Marquinhos","Pedroso",,"DC","15","2.5","1.67","2.8","7","1",,"0.06"
"178799","Ronaldo","Pe?a",,"HOU","3","0.75","0.33","0.2","2","0",,"0.24"
"153082","Cristian","Penilla",,"NE","118","4.37","5.33","5","11","1","6","0.17"
"439742","Ricardo","Pepi",,"DAL","6","1.2","1","1.2","2","1",,"0.24"
"243532","Dion","Pereira",,"ATL","32","1.88","1","1","6","1",,"0.2"
"45120","Ilson","Pereira","Ilsinho","PHI","91","3.64","2.33","3.4","15","1","1","0.41"
"78103","Mauricio","Pereyra",,"ORL","16","4","5","4","7","1","7","0.02"
"451489","Adrien","Perez",,"LAFC","16","1.45","2.67","2","6","1","1","0.2"
"474174","Javi","Perez",,"LAFC","1","1","1","1","1","1",,"0.65"
"176415","Josh","Perez",,"LAFC","28","2.15","4.33","3","9","1",,"0.08"
"37996","Ignacio","Piatti",,"MTL","39","4.33","2.33","3","13","0",,"0.12"
"196762","Fafa","Picault",,"PHI","83","2.86","3","2.2","8","0","1","0.05"
"182906","Samuel","Piette",,"MTL","87","3.78","4.67","4.2","7","2","6","0.07"
"234404","Donovan","Pines",,"DC","45","4.5","4","4.2","9","1",,"0.27"
"95278","Joao","Plata",,"RSL","24","1.5","1.67","2.4","6","1",,"0.12"
"79237","Florentin","Pogba",,"ATL","46","4.6","6.33","5.8","9","1",,"0.97"
"50768","Diego","Polenta",,"LA","125","5","3.33","3.4","11","-1","4","0.76"
"179298","Andy","Polo",,"POR","42","2.63","3.67","2.8","6","1","5","0.17"
"224377","Paxton","Pomykal",,"DAL","114","4.75","4","3.6","15","1","4","3.27"
"60152","Chris","Pontius",,"LA","45","2.65","1","2","9","1",,"0.15"
"177984","Justin","Portillo",,"RSL","5","1.25","2.33","1.25","3","-2","3","0.07"
"153264","Alvas","Powell",,"CIN","34","2.62","2.33","2","8","0",,"0.18"
"78015","Dillon","Powers",,"ORL","27","3.86","3.33","3.2","7","2",,"0.42"
"89238","Alejandro","Pozuelo",,"TOR","208","7.43","6.67","6.4","20","0","4","6.39"
"114041","Jack","Price",,"COL","141","5.64","8.33","6.8","21","1","11","0.45"
"107091","Kacper","Przybylko",,"PHI","152","6.33","8","8.4","16","1","2","1"
